,Nume,Pret,Clasa,Review,Discount
436,"Frigider cu 2usi LDK, LF 260, Clasa A+, 276 L, H 159 cm, Alb",969.0,A+,0,0.1
437,Pachet Frigider Samus SW280A+ si Aspirator cu filtrare prin apa Samus Aquafilter,1023.98,lipsa,0,0.1
438,Pachet Frigider Samus SX340A+ si Storcator Samus Slowstar,2035.16,lipsa,0,0.1
439,Pachet Frigider Albatros FA23+ si Multiblender Albatros MR601A,927.16,lipsa,0,0.1
440,Pachet Frigider Albatros FA29+ si Aspirator Albatros Sticky 80 Eco Alb,912.58,lipsa,0,0.1
441,Pachet Frigider Albatros FA29+ si Aspirator Albatros Sticky 80 Eco,912.58,lipsa,0,0.1
442,Pachet Frigider Albatros FA28++ si Masina de spalat Albatros AWM1272A++,1756.99,lipsa,0,0.1
443,Pachet Frigider Albatros FA15+ si Masina de tocat Albatros MTA1500 cu accesoriu rosii,805.58,lipsa,0,0.1
444,"Combina frigorifica Hitachi R-V610PRU7(BSL), No Frost, A++, 510L, inaltime 176 cm, Argintiu",3999.0,lipsa,0,0.1
445,Pachet Frigider Albatros FA29+ si Masina de spalat Albatros AWM1482A+++,1940.21,lipsa,0,0.1
446,"Pachet frigider Samus SW280A+, 212l si Aragaz Samus SM550ANS",2119.54,lipsa,0,0.1
447,Pachet Frigider Albatros FA23+ si Aspirator Albatros Sticky 80 Eco,922.18,lipsa,0,0.1
448,"Frigider Zanussi ZRA17800WA, 184 l, Clasa A+, H 105 cm, Alb",1105.19,A+,0,0.1
449,Pachet Frigider Albatros FA28+ si Masina de spalat Albatros AWM1482A+++,1911.41,lipsa,0,0.1
450,"Frigider cu o usa LDK F 235, Clasa A+, Capacitate 230 l, Alb",1099.0,A+,0,0.1
451,Pachet Frigider Albatros FA23+ si Masina de tocat Albatros MTA1500 cu accesoriu rosii,1007.19,lipsa,0,0.1
452,Pachet Frigider Albatros FA27+ si Masina de spalat Albatros AWM1482A+++,1911.41,lipsa,0,0.1
453,"Frigider cu 1 usi Gorenje R6191DW, A+, 368 l, DynamicCooling, Alb",2373.48,lipsa,0,0.1
454,Pachet Frigider Albatros FA11+ si Masina de spalat Albatros AWM1272A++,1521.76,lipsa,0,0.1
455,Pachet Frigider Albatros FA28++ si Masina de spalat Albatros AWM1482A+++,1930.61,lipsa,0,0.1
456,Pachet Frigider Samus SW340A+ si Multiblender Samus SMB800X,1071.18,lipsa,0,0.1
457,Pachet Frigider Albatros FA23+ si Aspirator cu filtrare prin apa Albatros Aqualtys Portocaliu,1076.18,lipsa,0,0.1
458,"Frigider LDK LF 260 Black, Clasa A+, Capacitate 245 l, H 163 cm, 5 ani garantie, Negru",2009.0,A+,1,0.1
459,Pachet Frigider Albatros FA54NFX+ si Mixer Albatros MXA450W,1779.99,lipsa,0,0.1
460,"Frigider Albatros FA10+, Clasa A+, 82 litri, H 84 cm, 3 Ani garantie, Alb",1199.0,A+,3,0.1
461,Pachet Frigider Albatros FA28++ si Masina de tocat Albatros MTA1500 cu accesoriu rosii,987.99,lipsa,0,0.1
462,Pachet Frigider Albatros FA29+ si Masina de tocat Albatros MTA1500 cu accesoriu rosii,997.59,lipsa,0,0.1
463,Pachet Frigider Albatros FA15+ si Mixer Albatros MXA450W,685.58,lipsa,0,0.1
464,Pachet Frigider Albatros FA15+ si Aspirator cu filtrare prin apa Albatros Aqualtys,885.57,lipsa,0,0.1
465,Pachet Frigider Albatros FA20+ si Aspirator cu filtrare prin apa Albatros Aqualtys Portocaliu,1049.31,lipsa,0,0.1
466,Pachet Frigider Albatros FA27+ si Cuptor electric Albatros A18B2,888.78,lipsa,0,0.1
467,"Frigider cu 2 usi SHARP SJ-XG740GBK, 600 l, 187 cm, A++, negru",6499.0,lipsa,0,0.1
468,Frigider AMICA VKS 15694 W,699.0,lipsa,0,0.1
469,Pachet Frigider Samus SW280A+ si Storcator Samus Slowstar,1059.58,lipsa,0,0.1
470,Pachet Frigider Albatros FA20+ si Mixer Albatros MXA450W,887.19,lipsa,0,0.1
471,Pachet Frigider Samus SW340A+ si Aspirator cu filtrare prin apa Samus Aquafilter,1230.19,lipsa,0,0.1
472,Pachet Frigider Albatros FA23+ si Masina de spalat Albatros AWM1482A+++,1949.82,lipsa,0,0.1
473,"Frigider Liebherr CTP 3316, Clasa A++, 312 l, Alb",2449.0,A++,0,0.1
474,"Frigider cu doua usi Bosch KDN46AI22, No Frost, 366 l, Clasa A+, H 186 cm, Inox",5069.4,A+,0,0.1
475,Pachet Frigider Albatros FA29+ si Aspirator cu filtrare prin apa Albatros Aqualtys,1077.58,lipsa,0,0.1
476,Pachet Frigider Samus SW280A++ si Storcator Samus Slowstar,1059.58,lipsa,0,0.1
477,Pachet Frigider Albatros FA54NFX+ si Cuptor electric Albatros A18B2,1819.99,lipsa,0,0.1
478,"Frigider MPM 99-CJ-09, Clasa A+, Alb",821.41,A+,0,0.1
479,Pachet Frigider Albatros FA20+ si Masina de tocat Albatros MTA1500 cu accesoriu rosii,1007.19,lipsa,0,0.1
480,Pachet Frigider Albatros FA54NFX+ si Multiblender Albatros MR601A,1819.97,lipsa,0,0.23
481,"Frigider Husky RetroCube Coke, A++, 115 L, Crem",2217.99,lipsa,0,0.23
482,"Frigider Electrolux EJ2801AOW2, 265 l, Clasa A+, H 159 cm, Alb",1999.0,A+,9,0.23
483,"Frigider Gorenje R6192FW, 368 l, Clasa A++, H 185 cm, Alb",2899.0,A++,9,0.23
484,"Frigider 2 usi Retro SMEG FAB30RR1, Clasa A++, 229L, rosu",10210.2,A++,0,0.23
485,"Frigider Zanussi ZRG11600WA, 102l, A+, Alb",952.34,A+,0,0.23
486,Pachet Frigider Albatros FA20+ si Multiblender Albatros MR601A,927.16,lipsa,0,0.23
487,"Frigider cu doua usi Sharp SJXG690MBK, 556 l, Clasa A++, Plasmacluster, Hybrid Cooling System, No Frost, J-Tech Inverter, LED, H 187 cm, Negru",6465.0,A++,0,0.23
488,Pachet Frigider Samus SR450A+ si Storcator Samus Slowstar,1625.97,lipsa,0,0.23
489,"Frigider cu doua usi Bosch KDN56AI22, 466 l, Clasa A+, H 186 cm, Inox",5694.15,A+,0,0.23
490,"Frigider cu o usa Liebherr Premium TP 1764, 119 l, Clasa A+++, H 85 cm, Alb",1999.0,A+++,0,0.23
491,"Racitor Liebherr K 2330, 217 L, clasa A+",1899.0,A+,0,0.23
492,"Frigider Gorenje RF4141ANW, 210 l, 143 cm, Alb",904.98,lipsa,1,0.23
493,"Frigider 2 usi Hitachi R-V470PRU8(PWH), No Frost, A++, 407L, inaltime 177 cm, Alb Pur",2899.99,lipsa,0,0.23
494,Pachet Frigider Albatros FA27+ si Mixer Albatros MXA450W,848.79,lipsa,0,0.23
495,Pachet Frigider Albatros FA28+ si Mixer Albatros MXA450W,848.79,lipsa,0,0.23
496,"Frigider 2 usi Retro SMEG FAB30RV1, Clasa A++, 229L, verde",9103.5,A++,0,0.23
497,"Frigider Hitachi R-VG610PRU7(GBK), No Frost, A++, 510L, inaltime 176 cm, sticla neagra",3499.0,lipsa,0,0.23
498,"Frigider cu o usa Electrolux ERF4115DOW, 387 l, Clasa A+, H 185 cm, Alb",3367.7,A+,1,0.23
499,"Frigider Incorporabil TEKA TKI3 215, Capacitatea 200 l, Congelator ****, Clasa A++, Alb",3944.85,A++,0,0.23
500,"Frigider incorporabil Electrolux ERN3213AOW, 319 l, Clasa A+, H 177 cm, Alb",2735.81,A+,0,0.23
501,"Frigider cu 1 usa Retro SMEG FAB10RUJ, Clasa A+, 120L, Anglia",10669.54,A+,0,0.23
502,"Frigider cu 1 usi Gorenje R6191DX, A+, 368 l, DynamicCooling, Inox",2489.57,lipsa,0,0.23
503,"Frigider cu o usa Liebherr T 1414, 122 l, Clasa A+, H 85 cm, Alb",1289.0,A+,0,0.23
504,"Frigider/congelator Amica, 2 usi, Clasa A+, 170 cm",2271.98,A+,0,0.23
505,"Frigider cu o usa Liebherr T 1404, 122 l, Clasa A+, H 85 cm, Alb",1208.9,A+,0,0.23
506,"Frigider cu 2 usi Retro Bompani BODP740/C, Clasa A+, 400 litri, Latime 70 cm, Crem",5999.0,A+,0,0.23
507,"Frigider incorporabil Electrolux ERN1300AOW,130 l, H 82, Clasa A+, Alb",1555.49,A+,2,0.23
508,"Frigider incorporabil Bosch KIL18V20FF, A+, 129 l, FreshSense, Alb",1908.36,lipsa,0,0.23
509,"Frigider incorporabil Gorenje RIU6092AW, A++, 143 l, Alb",1846.8,lipsa,0,0.23
510,"Frigider cu congelator,alb, rafturi de sticla,80 W,MPM-112-CJ-15",804.98,lipsa,0,0.23
511,"Frigider cu 2 usi Severin Color editions KS 9797, Clasa A++, 173 KWh/an, 212L, Galben",2399.0,A++,0,0.23
512,"Frigider cu o usa Retro Bompani BOMP114/K, Clasa A++, 275 litri, Latime 60 cm, Cupru",5999.0,A++,0,0.23
513,Frigider bar cu 2 usi glisante,3280.0,lipsa,0,0.23
514,"Frigider cu o usa Liebherr TPesf 1710, 147 L, Clasa A++, H 85 cm, Argintiu",1949.0,A++,0,0.23
515,"Frigider Gorenje RB4091ANW, 97 l, Clasa A+, Alb",1081.61,A+,0,0.23
516,"Frigider incorporabil Gorenje RI2181A1, A+, 301 l, DynamiCooling, Alb",3573.69,lipsa,0,0.23
517,"Frigider 2 usi Retro SMEG FAB30LRO1, Clasa A++, 229L, roz",9102.31,A++,0,0.23
518,"Frigider 2 usi Retro SMEG FAB30LX1, Clasa A++, 229L, argintiu",10222.1,A++,0,0.23
519,"Frigider 2 usi Retro SMEG FAB30LNE1, Clasa A++, 229L, negru",10204.25,A++,0,0.23
520,"Frigider cu 2 usi Retro Bompani BODP262/C, Clasa A+, 315 litri, Latime 60 cm, Crem",4999.0,A+,0,0.23
521,"Frigider Gorenje ORB152X, 260 l, Clasa A++, H 154 cm, Silver",4815.0,A++,0,0.23
522,"Frigider cu 2 usi Severin Retro RKG 8935, Clasa A++, 172 KWh/an, 210L, alb",2499.0,A++,0,0.23
523,"Frigider cu o usa Beko BU1101, Clasa A +, 128 litri, Alb",1224.15,A,0,0.23
524,"Frigider cu 1 usa BOMANN KB389, Clasa A++, 42L, cutie pentru gheata, argintiu",680.29,A++,0,0.23
525,"Frigider cu 2 usi Retro Bompani BODP272/T, Clasa A+, 315 litri, Latime 60 cm, Turcoaz",4999.0,A+,0,0.23
526,"Frigider cu 2 usi Retro Bompani BODP740/R, Clasa A+, 400 litri, Latime 70 cm, Rosu",5999.0,A+,0,0.23
527,"Frigider cu 1 usa Bomann KS 2261, A+, 84 l, Alb",743.34,lipsa,0,0.23
528,"Frigider cu 2 usi Severin Color editions KS 9795, Clasa A++, 173 KWh/an, 212L, Rosu",2499.0,A++,0,0.23
529,"Frigider cu o usa Daewoo FN-102PWQ, 79 l, Clasa A+, H 71, Alb",1904.0,A+,4,0.23
530,"Frigider cu doua usi Indesit RAA 29, 212 l, Clasa A+, H 143 cm, Alb",1352.83,A+,11,0.23
531,"Frigider cu doua usi Amica FD2015.4X, 168 l, Clasa A+, H 122 cm, Inox",1393.45,A+,0,0.23
532,"Frigider 2 usi Severin KGK 8952, Clasa A++, 270 KWh/an, 410 L, Total No Frost, inverter, inox negru",3299.0,A++,0,0.23
533,"Frigider Electrolux EJ2301AOW2, 228 l, Clasa A+, H 140 cm, Alb",1399.99,A+,13,0.23
534,"Frigider cu 2 usi Severin Retro KS 9957, Clasa A++, 173 KWh/an, 212L, Negru",2499.0,A++,0,0.23
535,"Frigider cu 2 usi Morris S71585NFD, Clasa A++, Volum 450 Litri, Inox",3769.99,A++,0,0.23
536,"Frigider cu 2 usi Retro Bompani BODP270/N, Clasa A+, 315 litri, Latime 60 cm, Negru",4999.0,A+,0,0.23
537,"Frigider cu 2 usi Severin Color editions KS 9794, Clasa A++, 173 KWh/an, 212L, Negru",2399.0,A++,0,0.23
538,"Frigider cu 2 usi Heinner HF-H212A+, 212L, clasa A+, H143 c, Alb",1455.0,A+,0,0.23
539,"Frigider cu 1 usa SMEG FAB28RAZ1, No Frost, Clasa A++, 222L, albastru pastel",9102.31,A++,0,0.23
